DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
2017-2018 Regular Season,0021700468,12/21/17,8:00 PM,Boston,New York,240,93,102,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700469,12/21/17,9:00 PM,Memphis,Phoenix,240,95,97,B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700470,12/21/17,10:30 PM,San Antonio,Utah,240,89,100,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700471,12/22/17,7:00 PM,New York,Detroit,240,101,104,B2B,1,Box Score
2017-2018 Regular Season,0021700472,12/22/17,7:00 PM,New Orleans,Orlando,240,111,97,2,1,Box Score
2017-2018 Regular Season,0021700473,12/22/17,7:30 PM,Washington,Brooklyn,240,84,119,2,1,Box Score
2017-2018 Regular Season,0021700474,12/22/17,8:00 PM,Dallas,Miami,240,101,113,1,1,Box Score
2017-2018 Regular Season,0021700475,12/22/17,8:00 PM,LA Clippers,Houston,240,128,118,1,1,Box Score
2017-2018 Regular Season,0021700476,12/22/17,8:00 PM,Charlotte,Milwaukee,240,104,109,1,2,Box Score
2017-2018 Regular Season,0021700477,12/22/17,8:00 PM,Atlanta,Oklahoma City,240,117,120,1,1,Box Score
2017-2018 Regular Season,0021700478,12/22/17,10:00 PM,Denver,Portland,240,102,85,1,1,Box Score
2017-2018 Regular Season,0021700479,12/22/17,10:30 PM,LA Lakers,Golden State,240,106,113,1,1,Box Score
2017-2018 Regular Season,0021700480,12/23/17,5:00 PM,Philadelphia,Toronto,240,86,102,1,3IN4,Box Score
2017-2018 Regular Season,0021700481,12/23/17,7:00 PM,Milwaukee,Charlotte,240,106,111,B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700482,12/23/17,7:00 PM,Brooklyn,Indiana,265,119,123,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700483,12/23/17,7:00 PM,Orlando,Washington,240,103,130,3IN4-B2B,B2B,Box Score
2017-2018 Regular Season,0021700484,12/23/17,7:30 PM,Dallas,Atlanta,240,107,112,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700485,12/23/17,7:30 PM,Chicago,Boston,240,92,117,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700486,12/23/17,8:00 PM,New Orleans,Miami,240,109,94,B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700487,12/23/17,8:00 PM,LA Clippers,Memphis,240,112,115,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700488,12/23/17,8:00 PM,Oklahoma City,Utah,240,103,89,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700489,12/23/17,8:30 PM,Denver,Golden State,240,96,81,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700490,12/23/17,9:00 PM,Minnesota,Phoenix,240,115,106,2,3IN4,Box Score
2017-2018 Regular Season,0021700491,12/23/17,9:30 PM,Portland,LA Lakers,240,95,92,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700492,12/23/17,10:00 PM,San Antonio,Sacramento,240,108,99,3IN4,2,Box Score
2017-2018 Regular Season,0021700493,12/25/17,12:00 PM,Philadelphia,New York,240,105,98,1,2,Box Score
2017-2018 Regular Season,0021700494,12/25/17,3:00 PM,Cleveland,Golden State,240,92,99,3+,3IN4,Box Score
2017-2018 Regular Season,0021700495,12/25/17,5:30 PM,Washington,Boston,240,111,103,3IN4,1,Box Score
2017-2018 Regular Season,0021700496,12/25/17,8:00 PM,Houston,Oklahoma City,240,107,112,2,3IN4,Box Score
2017-2018 Regular Season,0021700497,12/25/17,10:30 PM,Minnesota,LA Lakers,240,121,104,1,3IN4,Box Score
2017-2018 Regular Season,0021700498,12/26/17,7:00 PM,Indiana,Detroit,240,83,107,2,3+,Box Score
2017-2018 Regular Season,0021700499,12/26/17,7:00 PM,Toronto,Dallas,240,93,98,2,2,Box Score
2017-2018 Regular Season,0021700500,12/26/17,7:30 PM,Orlando,Miami,240,89,107,2,2,Box Score
2017-2018 Regular Season,0021700501,12/26/17,8:00 PM,Chicago,Milwaukee,240,115,106,2,2,Box Score
2017-2018 Regular Season,0021700502,12/26/17,8:30 PM,Brooklyn,San Antonio,240,97,109,2,2,Box Score
2017-2018 Regular Season,0021700503,12/26/17,9:00 PM,Utah,Denver,240,83,107,2,2,Box Score
2017-2018 Regular Season,0021700504,12/26/17,9:00 PM,Memphis,Phoenix,240,97,99,2,2,Box Score
2017-2018 Regular Season,0021700505,12/26/17,10:30 PM,Sacramento,LA Clippers,240,95,122,2,2,Box Score
2017-2018 Regular Season,0021700506,12/27/17,7:00 PM,Boston,Charlotte,240,102,91,1,3+,Box Score
2017-2018 Regular Season,0021700507,12/27/17,7:00 PM,Dallas,Indiana,240,98,94,B2B,B2B,Box Score
2017-2018 Regular Season,0021700508,12/27/17,7:30 PM,Washington,Atlanta,240,99,113,1,3+,Box Score
2017-2018 Regular Season,0021700509,12/27/17,8:00 PM,New York,Chicago,240,87,92,1,B2B,Box Score
2017-2018 Regular Season,0021700510,12/27/17,8:00 PM,Denver,Minnesota,265,125,128,B2B,1,Box Score
2017-2018 Regular Season,0021700511,12/27/17,8:00 PM,Brooklyn,New Orleans,240,113,128,B2B,3+,Box Score
2017-2018 Regular Season,0021700512,12/27/17,8:00 PM,Toronto,Oklahoma City,240,107,124,B2B,1,Box Score
2017-2018 Regular Season,0021700513,12/27/17,10:00 PM,Cleveland,Sacramento,240,95,109,1,B2B,Box Score
2017-2018 Regular Season,0021700514,12/27/17,10:30 PM,Utah,Golden State,240,101,126,B2B,1,Box Score
2017-2018 Regular Season,0021700515,12/27/17,10:30 PM,Memphis,LA Lakers,240,109,99,B2B,1,Box Score
2017-2018 Regular Season,0021700516,12/28/17,7:00 PM,Detroit,Orlando,240,89,102,1,1,Box Score
2017-2018 Regular Season,0021700517,12/28/17,8:00 PM,Houston,Boston,240,98,99,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700518,12/28/17,8:00 PM,Minnesota,Milwaukee,240,96,102,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700519,12/28/17,8:30 PM,New York,San Antonio,240,107,119,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700520,12/28/17,10:30 PM,Philadelphia,Portland,240,110,114,2,3+,Box Score
2017-2018 Regular Season,0021700521,12/29/17,7:00 PM,Houston,Washington,240,103,121,B2B,1,Box Score
2017-2018 Regular Season,0021700522,12/29/17,7:30 PM,Atlanta,Toronto,240,98,111,1,3IN4,Box Score
2017-2018 Regular Season,0021700523,12/29/17,8:00 PM,Brooklyn,Miami,240,111,87,3IN4,2,Box Score
2017-2018 Regular Season,0021700524,12/29/17,8:00 PM,Indiana,Chicago,240,107,119,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700525,12/29/17,8:00 PM,Dallas,New Orleans,240,128,120,3IN4,1,Box Score
2017-2018 Regular Season,0021700526,12/29/17,8:00 PM,Milwaukee,Oklahoma City,240,97,95,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700527,12/29/17,10:00 PM,Phoenix,Sacramento,240,111,101,2,3IN4,Box Score
2017-2018 Regular Season,0021700528,12/29/17,10:30 PM,Charlotte,Golden State,240,111,100,1,1,Box Score
2017-2018 Regular Season,0021700529,12/29/17,10:30 PM,LA Clippers,LA Lakers,240,121,106,2,1,Box Score
2017-2018 Regular Season,0021700530,12/30/17,7:00 PM,San Antonio,Detroit,240,79,93,1,1,Box Score
2017-2018 Regular Season,0021700531,12/30/17,7:00 PM,Miami,Orlando,240,117,111,B2B,1,Box Score
2017-2018 Regular Season,0021700532,12/30/17,7:00 PM,New York,New Orleans,240,105,103,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700533,12/30/17,7:30 PM,Portland,Atlanta,240,89,104,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700534,12/30/17,8:00 PM,Cleveland,Utah,240,101,104,2,2,Box Score
2017-2018 Regular Season,0021700535,12/30/17,8:30 PM,Memphis,Golden State,240,128,141,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700536,12/30/17,9:00 PM,Philadelphia,Denver,240,107,102,1,2,Box Score
2017-2018 Regular Season,0021700537,12/31/17,3:30 PM,Chicago,Washington,240,110,114,1,1,Box Score
2017-2018 Regular Season,0021700538,12/31/17,5:00 PM,Minnesota,Indiana,240,107,90,2,1,Box Score
2017-2018 Regular Season,0021700539,12/31/17,5:30 PM,Brooklyn,Boston,240,105,108,1,2,Box Score
2017-2018 Regular Season,0021700540,12/31/17,7:00 PM,LA Lakers,Houston,290,142,148,1,3IN4,Box Score
2017-2018 Regular Season,0021700541,12/31/17,7:00 PM,Dallas,Oklahoma City,240,116,113,1,1,Box Score
2017-2018 Regular Season,0021700542,12/31/17,7:00 PM,Charlotte,LA Clippers,240,98,106,1,1,Box Score
2017-2018 Regular Season,0021700543,12/31/17,7:00 PM,Memphis,Sacramento,240,114,96,B2B,1,Box Score
2017-2018 Regular Season,0021700544,12/31/17,8:00 PM,Philadelphia,Phoenix,240,123,110,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700545,1/1/18,7:30 PM,Orlando,Brooklyn,240,95,98,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700546,1/1/18,7:30 PM,Milwaukee,Toronto,265,127,131,2,2,Box Score
2017-2018 Regular Season,0021700547,1/1/18,8:00 PM,Portland,Chicago,265,124,120,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700548,1/1/18,8:00 PM,LA Lakers,Minnesota,240,96,114,3IN4-B2B,B2B,Box Score
2017-2018 Regular Season,0021700549,1/2/18,7:00 PM,Portland,Cleveland,240,110,127,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700550,1/2/18,7:30 PM,San Antonio,New York,240,100,91,2,2,Box Score
2017-2018 Regular Season,0021700551,1/2/18,9:00 PM,Atlanta,Phoenix,240,103,104,2,1,Box Score
2017-2018 Regular Season,0021700552,1/2/18,10:00 PM,Charlotte,Sacramento,240,131,111,1,1,Box Score
2017-2018 Regular Season,0021700553,1/2/18,10:30 PM,Memphis,LA Clippers,240,105,113,3IN4,1,Box Score
2017-2018 Regular Season,0021700554,1/3/18,7:00 PM,Houston,Orlando,240,116,98,2,1,Box Score
2017-2018 Regular Season,0021700555,1/3/18,7:00 PM,San Antonio,Philadelphia,240,106,112,B2B,2,Box Score
2017-2018 Regular Season,0021700556,1/3/18,7:00 PM,New York,Washington,240,103,121,B2B,2,Box Score
2017-2018 Regular Season,0021700557,1/3/18,7:30 PM,Minnesota,Brooklyn,240,97,98,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700558,1/3/18,7:30 PM,Detroit,Miami,240,104,111,3+,3+,Box Score
2017-2018 Regular Season,0021700559,1/3/18,8:00 PM,Cleveland,Boston,240,88,102,B2B,2,Box Score
2017-2018 Regular Season,0021700560,1/3/18,8:00 PM,Toronto,Chicago,240,124,115,1,3IN4,Box Score
2017-2018 Regular Season,0021700561,1/3/18,8:00 PM,Indiana,Milwaukee,240,101,122,2,1,Box Score
2017-2018 Regular Season,0021700562,1/3/18,8:30 PM,Golden State,Dallas,240,125,122,3+,2,Box Score
2017-2018 Regular Season,0021700563,1/3/18,9:00 PM,Phoenix,Denver,240,111,134,3IN4-B2B,3+,Box Score
2017-2018 Regular Season,0021700564,1/3/18,9:00 PM,New Orleans,Utah,240,108,98,3+,3+,Box Score
2017-2018 Regular Season,0021700565,1/3/18,10:30 PM,Oklahoma City,LA Lakers,240,133,96,2,3IN4,Box Score
2017-2018 Regular Season,0021700566,1/4/18,8:00 PM,Golden State,Houston,240,124,114,B2B,B2B,Box Score
2017-2018 Regular Season,0021700567,1/4/18,10:30 PM,Oklahoma City,LA Clippers,240,127,117,B2B,1,Box Score
2017-2018 Regular Season,0021700568,1/5/18,8:00 PM,New York,Miami,265,103,107,3IN4,1,Box Score
2017-2018 Regular Season,0021700569,1/5/18,7:00 PM,Detroit,Philadelphia,240,78,114,1,1,Box Score
2017-2018 Regular Season,0021700570,1/5/18,7:00 PM,Minnesota,Boston,240,84,91,1,1,Box Score
2017-2018 Regular Season,0021700571,1/5/18,8:00 PM,Toronto,Milwaukee,240,129,110,1,1,Box Score
2017-2018 Regular Season,0021700572,1/5/18,8:30 PM,Chicago,Dallas,240,127,124,1,1,Box Score
2017-2018 Regular Season,0021700573,1/5/18,8:30 PM,Phoenix,San Antonio,240,89,103,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700574,1/5/18,9:00 PM,Utah,Denver,240,91,99,1,1,Box Score
2017-2018 Regular Season,0021700575,1/5/18,9:30 PM,Washington,Memphis,240,102,100,1,2,Box Score
2017-2018 Regular Season,0021700576,1/5/18,10:00 PM,Atlanta,Portland,240,89,110,2,2,Box Score
2017-2018 Regular Season,0021700577,1/5/18,10:30 PM,Charlotte,LA Lakers,240,108,94,2,1,Box Score
2017-2018 Regular Season,0021700578,1/6/18,3:30 PM,Golden State,LA Clippers,240,121,105,3IN4,1,Box Score
2017-2018 Regular Season,0021700579,1/6/18,6:00 PM,Boston,Brooklyn,240,87,85,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700580,1/6/18,7:00 PM,Houston,Detroit,240,101,108,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700581,1/6/18,7:00 PM,Chicago,Indiana,240,86,125,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700582,1/6/18,7:00 PM,Cleveland,Orlando,240,131,127,2,2,Box Score
2017-2018 Regular Season,0021700583,1/6/18,8:00 PM,Milwaukee,Washington,240,110,103,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700584,1/6/18,9:00 PM,New Orleans,Minnesota,240,98,116,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700585,1/6/18,10:00 PM,Denver,Sacramento,240,98,106,3IN4-B2B,3+,Box Score
2017-2018 Regular Season,0021700586,1/7/18,3:30 PM,Utah,Miami,240,102,103,1,1,Box Score
2017-2018 Regular Season,0021700587,1/7/18,7:00 PM,New York,Dallas,240,100,96,1,1,Box Score
2017-2018 Regular Season,0021700588,1/7/18,8:00 PM,Oklahoma City,Phoenix,240,100,114,2,1,Box Score
2017-2018 Regular Season,0021700589,1/7/18,9:00 PM,San Antonio,Portland,240,110,111,1,1,Box Score
2017-2018 Regular Season,0021700590,1/7/18,9:30 PM,Atlanta,LA Lakers,240,113,132,1,1,Box Score
2017-2018 Regular Season,0021700591,1/8/18,7:00 PM,Milwaukee,Indiana,240,96,109,3IN4,1,Box Score
2017-2018 Regular Season,0021700592,1/8/18,7:30 PM,Toronto,Brooklyn,265,114,113,2,1,Box Score
2017-2018 Regular Season,0021700593,1/8/18,8:00 PM,Houston,Chicago,240,116,107,1,3IN4,Box Score
2017-2018 Regular Season,0021700594,1/8/18,8:00 PM,Cleveland,Minnesota,240,99,127,1,3IN4,Box Score
2017-2018 Regular Season,0021700595,1/8/18,8:00 PM,Detroit,New Orleans,240,109,112,3IN4,1,Box Score
2017-2018 Regular Season,0021700596,1/8/18,10:00 PM,San Antonio,Sacramento,240,107,100,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700597,1/8/18,10:30 PM,Denver,Golden State,240,114,124,3IN4,1,Box Score
2017-2018 Regular Season,0021700598,1/8/18,10:30 PM,Atlanta,LA Clippers,240,107,108,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700599,1/9/18,7:30 PM,Miami,Toronto,240,90,89,1,B2B,Box Score
2017-2018 Regular Season,0021700600,1/9/18,8:00 PM,Portland,Oklahoma City,240,117,106,1,1,Box Score
2017-2018 Regular Season,0021700601,1/9/18,8:30 PM,Orlando,Dallas,240,99,114,2,1,Box Score
2017-2018 Regular Season,0021700602,1/9/18,10:30 PM,Sacramento,LA Lakers,240,86,99,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700603,1/10/18,7:00 PM,Dallas,Charlotte,240,115,111,3IN4-B2B,3+,Box Score
2017-2018 Regular Season,0021700604,1/10/18,7:00 PM,Miami,Indiana,240,114,106,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700605,1/10/18,7:00 PM,Utah,Washington,240,107,104,2,3+,Box Score
2017-2018 Regular Season,0021700606,1/10/18,7:30 PM,Detroit,Brooklyn,240,114,80,1,1,Box Score
2017-2018 Regular Season,0021700607,1/10/18,7:30 PM,Chicago,New York,290,122,119,1,2,Box Score
2017-2018 Regular Season,0021700608,1/10/18,8:00 PM,Portland,Houston,240,112,121,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700609,1/10/18,8:00 PM,New Orleans,Memphis,240,102,105,1,3+,Box Score
2017-2018 Regular Season,0021700610,1/10/18,8:00 PM,Orlando,Milwaukee,240,103,110,B2B,1,Box Score
2017-2018 Regular Season,0021700611,1/10/18,8:00 PM,Oklahoma City,Minnesota,240,88,104,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700612,1/10/18,9:00 PM,Atlanta,Denver,240,110,97,3IN4,1,Box Score
2017-2018 Regular Season,0021700613,1/10/18,10:30 PM,LA Clippers,Golden State,240,125,106,1,1,Box Score
2017-2018 Regular Season,0021700614,1/11/18,3:00 PM,Boston,Philadelphia,240,114,103,3+,3+,Box Score
2017-2018 Regular Season,0021700615,1/11/18,8:00 PM,Cleveland,Toronto,240,99,133,2,3IN4,Box Score
2017-2018 Regular Season,0021700616,1/11/18,10:00 PM,LA Clippers,Sacramento,240,121,115,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700617,1/11/18,10:30 PM,San Antonio,LA Lakers,240,81,93,2,1,Box Score
2017-2018 Regular Season,0021700618,1/12/18,7:00 PM,Utah,Charlotte,240,88,99,1,1,Box Score
2017-2018 Regular Season,0021700619,1/12/18,7:00 PM,Cleveland,Indiana,240,95,97,B2B,1,Box Score
2017-2018 Regular Season,0021700620,1/12/18,7:00 PM,Orlando,Washington,240,119,125,3IN4,1,Box Score
2017-2018 Regular Season,0021700621,1/12/18,7:30 PM,Brooklyn,Atlanta,240,110,105,1,1,Box Score
2017-2018 Regular Season,0021700622,1/12/18,8:00 PM,Golden State,Milwaukee,240,108,94,1,1,Box Score
2017-2018 Regular Season,0021700623,1/12/18,8:00 PM,New York,Minnesota,240,108,118,1,1,Box Score
2017-2018 Regular Season,0021700624,1/12/18,8:00 PM,Portland,New Orleans,240,113,119,3IN4,1,Box Score
2017-2018 Regular Season,0021700625,1/12/18,9:00 PM,Memphis,Denver,240,78,87,1,1,Box Score
2017-2018 Regular Season,0021700626,1/12/18,10:30 PM,Houston,Phoenix,240,112,95,1,3+,Box Score
2017-2018 Regular Season,0021700627,1/13/18,2:00 PM,LA Lakers,Dallas,265,107,101,1,2,Box Score
2017-2018 Regular Season,0021700628,1/13/18,3:30 PM,Sacramento,LA Clippers,240,105,126,1,3IN4,Box Score
2017-2018 Regular Season,0021700629,1/13/18,5:00 PM,Oklahoma City,Charlotte,240,101,91,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700630,1/13/18,7:00 PM,Brooklyn,Washington,265,113,119,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700631,1/13/18,7:30 PM,Golden State,Toronto,240,127,125,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700632,1/13/18,8:00 PM,Detroit,Chicago,240,105,107,2,2,Box Score
2017-2018 Regular Season,0021700633,1/13/18,8:30 PM,Denver,San Antonio,240,80,112,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700634,1/14/18,1:00 PM,Milwaukee,Miami,240,79,97,1,3+,Box Score
2017-2018 Regular Season,0021700635,1/14/18,3:30 PM,New Orleans,New York,265,123,118,1,1,Box Score
2017-2018 Regular Season,0021700636,1/14/18,8:00 PM,Indiana,Phoenix,240,120,97,1,1,Box Score
2017-2018 Regular Season,0021700637,1/14/18,9:00 PM,Portland,Minnesota,240,103,120,1,1,Box Score
2017-2018 Regular Season,0021700638,1/15/18,12:30 PM,Charlotte,Detroit,240,118,107,3IN4,1,Box Score
2017-2018 Regular Season,0021700639,1/15/18,1:00 PM,Toronto,Philadelphia,240,111,117,1,3+,Box Score
2017-2018 Regular Season,0021700640,1/15/18,2:00 PM,Milwaukee,Washington,240,104,95,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700641,1/15/18,3:00 PM,San Antonio,Atlanta,240,99,102,1,2,Box Score
2017-2018 Regular Season,0021700642,1/15/18,3:00 PM,New York,Brooklyn,240,119,104,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700643,1/15/18,8:00 PM,Sacramento,Oklahoma City,240,88,95,1,1,Box Score
2017-2018 Regular Season,0021700644,1/15/18,3:30 PM,Miami,Chicago,240,111,119,B2B,1,Box Score
2017-2018 Regular Season,0021700645,1/15/18,5:30 PM,LA Lakers,Memphis,240,114,123,1,2,Box Score
2017-2018 Regular Season,0021700646,1/15/18,8:00 PM,Golden State,Cleveland,240,118,108,3IN4,2,Box Score
2017-2018 Regular Season,0021700647,1/15/18,9:00 PM,Indiana,Utah,240,109,94,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700648,1/15/18,10:30 PM,Houston,LA Clippers,240,102,113,2,1,Box Score
2017-2018 Regular Season,0021700649,1/16/18,7:00 PM,Minnesota,Orlando,240,102,108,1,3+,Box Score
2017-2018 Regular Season,0021700650,1/16/18,7:30 PM,New Orleans,Boston,265,116,113,1,3+,Box Score
2017-2018 Regular Season,0021700651,1/16/18,9:00 PM,Dallas,Denver,240,102,105,2,2,Box Score
2017-2018 Regular Season,0021700652,1/16/18,10:00 PM,Phoenix,Portland,240,111,118,1,1,Box Score
2017-2018 Regular Season,0021700653,1/17/18,7:00 PM,Washington,Charlotte,240,109,133,1,1,Box Score
2017-2018 Regular Season,0021700654,1/17/18,7:30 PM,New Orleans,Atlanta,240,93,94,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700655,1/17/18,7:30 PM,San Antonio,Brooklyn,240,100,95,1,1,Box Score
2017-2018 Regular Season,0021700656,1/17/18,7:30 PM,Detroit,Toronto,240,91,96,1,1,Box Score
2017-2018 Regular Season,0021700657,1/17/18,8:00 PM,Golden State,Chicago,240,119,112,1,1,Box Score
2017-2018 Regular Season,0021700658,1/17/18,8:00 PM,New York,Memphis,240,99,105,3IN4,1,Box Score
2017-2018 Regular Season,0021700659,1/17/18,8:00 PM,Miami,Milwaukee,240,106,101,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700660,1/17/18,8:00 PM,LA Lakers,Oklahoma City,240,90,114,1,1,Box Score
2017-2018 Regular Season,0021700661,1/17/18,10:00 PM,Utah,Sacramento,240,120,105,1,1,Box Score
2017-2018 Regular Season,0021700662,1/17/18,10:30 PM,Denver,LA Clippers,240,104,109,B2B,1,Box Score
2017-2018 Regular Season,0021700663,1/18/18,7:00 PM,Philadelphia,Boston,240,89,80,2,1,Box Score
2017-2018 Regular Season,0021700664,1/18/18,7:00 PM,Orlando,Cleveland,240,103,104,1,2,Box Score
2017-2018 Regular Season,0021700665,1/18/18,9:30 PM,Minnesota,Houston,240,98,116,1,2,Box Score
2017-2018 Regular Season,0021700666,1/18/18,10:00 PM,Indiana,Portland,240,86,100,2,1,Box Score
2017-2018 Regular Season,0021700667,1/19/18,7:00 PM,San Antonio,Toronto,240,83,86,1,1,Box Score
2017-2018 Regular Season,0021700668,1/19/18,7:30 PM,Miami,Brooklyn,240,95,101,1,1,Box Score
2017-2018 Regular Season,0021700669,1/19/18,8:00 PM,Washington,Detroit,240,122,112,1,1,Box Score
2017-2018 Regular Season,0021700670,1/19/18,8:00 PM,Sacramento,Memphis,240,88,106,1,1,Box Score
2017-2018 Regular Season,0021700671,1/19/18,9:00 PM,Phoenix,Denver,240,108,100,2,3IN4,Box Score
2017-2018 Regular Season,0021700672,1/19/18,10:30 PM,New York,Utah,240,117,115,1,1,Box Score
2017-2018 Regular Season,0021700673,1/19/18,10:30 PM,Indiana,LA Lakers,240,86,99,B2B,1,Box Score
2017-2018 Regular Season,0021700674,1/20/18,3:30 PM,Oklahoma City,Cleveland,240,148,124,2,1,Box Score
2017-2018 Regular Season,0021700675,1/20/18,5:00 PM,Chicago,Atlanta,240,113,97,2,2,Box Score
2017-2018 Regular Season,0021700676,1/20/18,7:00 PM,Miami,Charlotte,240,106,105,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700677,1/20/18,7:00 PM,Memphis,New Orleans,240,104,111,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700678,1/20/18,7:30 PM,Milwaukee,Philadelphia,240,94,116,2,1,Box Score
2017-2018 Regular Season,0021700679,1/20/18,8:30 PM,Golden State,Houston,240,108,116,2,1,Box Score
2017-2018 Regular Season,0021700680,1/20/18,9:00 PM,Toronto,Minnesota,240,109,115,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700681,1/20/18,9:00 PM,LA Clippers,Utah,240,113,125,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700682,1/20/18,10:00 PM,Dallas,Portland,240,108,117,3+,1,Box Score
2017-2018 Regular Season,0021700683,1/21/18,1:00 PM,Orlando,Boston,240,103,95,2,2,Box Score
2017-2018 Regular Season,0021700684,1/21/18,3:30 PM,New York,LA Lakers,240,107,127,1,1,Box Score
2017-2018 Regular Season,0021700685,1/21/18,4:00 PM,Brooklyn,Detroit,240,101,100,1,1,Box Score
2017-2018 Regular Season,0021700686,1/21/18,7:00 PM,Indiana,San Antonio,240,94,86,3IN4,1,Box Score
2017-2018 Regular Season,0021700687,1/22/18,7:00 PM,Sacramento,Charlotte,240,107,112,2,1,Box Score
2017-2018 Regular Season,0021700688,1/22/18,7:30 PM,Utah,Atlanta,240,90,104,3IN4,1,Box Score
2017-2018 Regular Season,0021700689,1/22/18,8:00 PM,Miami,Houston,240,90,99,3IN4,1,Box Score
2017-2018 Regular Season,0021700690,1/22/18,8:00 PM,Philadelphia,Memphis,240,101,105,1,3IN4,Box Score
2017-2018 Regular Season,0021700691,1/22/18,8:00 PM,Phoenix,Milwaukee,240,105,109,2,1,Box Score
2017-2018 Regular Season,0021700692,1/22/18,8:00 PM,Chicago,New Orleans,290,128,132,1,1,Box Score
2017-2018 Regular Season,0021700693,1/22/18,8:30 PM,Washington,Dallas,240,75,98,2,1,Box Score
2017-2018 Regular Season,0021700694,1/22/18,9:00 PM,Portland,Denver,240,101,104,1,2,Box Score
2017-2018 Regular Season,0021700695,1/22/18,10:30 PM,Minnesota,LA Clippers,240,126,118,1,1,Box Score
2017-2018 Regular Season,0021700696,1/23/18,7:00 PM,Sacramento,Orlando,240,105,99,B2B,1,Box Score
2017-2018 Regular Season,0021700697,1/23/18,8:00 PM,Brooklyn,Oklahoma City,240,108,109,1,2,Box Score
2017-2018 Regular Season,0021700698,1/23/18,8:00 PM,Cleveland,San Antonio,240,102,114,2,1,Box Score
2017-2018 Regular Season,0021700699,1/23/18,10:30 PM,New York,Golden State,240,112,123,1,2,Box Score
2017-2018 Regular Season,0021700700,1/23/18,10:30 PM,Boston,LA Lakers,240,107,108,1,1,Box Score
2017-2018 Regular Season,0021700701,1/24/18,7:00 PM,New Orleans,Charlotte,240,101,96,1,1,Box Score
2017-2018 Regular Season,0021700702,1/24/18,7:00 PM,Utah,Detroit,265,98,95,1,2,Box Score
2017-2018 Regular Season,0021700703,1/24/18,7:00 PM,Phoenix,Indiana,240,101,116,1,2,Box Score
2017-2018 Regular Season,0021700704,1/24/18,7:00 PM,Chicago,Philadelphia,240,101,115,1,1,Box Score
