DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
2017-2018 Regular Season,0021700232,11/18/17,8:00 PM,Houston,Memphis,240,105,83,1,2,Box Score
2017-2018 Regular Season,0021700233,11/18/17,9:00 PM,Milwaukee,Dallas,240,79,111,2,B2B,Box Score
2017-2018 Regular Season,0021700234,11/18/17,10:00 PM,Sacramento,Portland,240,90,102,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700235,11/19/17,5:00 PM,Indiana,Miami,240,120,95,1,1,Box Score
2017-2018 Regular Season,0021700236,11/19/17,6:00 PM,Golden State,Brooklyn,240,118,111,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700237,11/19/17,3:30 PM,Washington,Toronto,240,91,100,1,1,Box Score
2017-2018 Regular Season,0021700238,11/19/17,7:00 PM,Detroit,Minnesota,240,100,97,1,1,Box Score
2017-2018 Regular Season,0021700239,11/19/17,8:00 PM,Chicago,Phoenix,240,105,113,1,3IN4,Box Score
2017-2018 Regular Season,0021700240,11/19/17,9:30 PM,Denver,LA Lakers,240,109,127,1,1,Box Score
2017-2018 Regular Season,0021700241,11/20/17,7:00 PM,Minnesota,Charlotte,240,102,118,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700242,11/20/17,7:00 PM,Cleveland,Detroit,240,116,88,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700243,11/20/17,7:00 PM,Indiana,Orlando,240,105,97,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700244,11/20/17,7:00 PM,Utah,Philadelphia,240,86,107,3IN4,1,Box Score
2017-2018 Regular Season,0021700245,11/20/17,7:30 PM,LA Clippers,New York,240,85,107,3IN4,2,Box Score
2017-2018 Regular Season,0021700246,11/20/17,8:00 PM,Portland,Memphis,240,100,92,3IN4,1,Box Score
2017-2018 Regular Season,0021700247,11/20/17,8:00 PM,Washington,Milwaukee,240,99,88,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700248,11/20/17,8:00 PM,Oklahoma City,New Orleans,240,107,114,2,2,Box Score
2017-2018 Regular Season,0021700249,11/20/17,8:30 PM,Boston,Dallas,265,110,102,1,3IN4,Box Score
2017-2018 Regular Season,0021700250,11/20/17,8:30 PM,Atlanta,San Antonio,240,85,96,1,2,Box Score
2017-2018 Regular Season,0021700251,11/20/17,10:00 PM,Denver,Sacramento,240,114,98,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700252,11/21/17,10:30 PM,Chicago,LA Lakers,240,94,103,1,1,Box Score
2017-2018 Regular Season,0021700253,11/22/17,7:00 PM,Washington,Charlotte,265,124,129,3IN4,1,Box Score
2017-2018 Regular Season,0021700254,11/22/17,7:00 PM,Brooklyn,Cleveland,240,109,119,2,1,Box Score
2017-2018 Regular Season,0021700255,11/22/17,7:00 PM,Portland,Philadelphia,240,81,101,1,1,Box Score
2017-2018 Regular Season,0021700256,11/22/17,7:30 PM,LA Clippers,Atlanta,240,116,103,1,1,Box Score
2017-2018 Regular Season,0021700257,11/22/17,7:30 PM,Boston,Miami,240,98,104,1,2,Box Score
2017-2018 Regular Season,0021700258,11/22/17,7:30 PM,Toronto,New York,240,100,108,2,1,Box Score
2017-2018 Regular Season,0021700259,11/22/17,8:00 PM,Denver,Houston,240,95,125,3IN4,3+,Box Score
2017-2018 Regular Season,0021700260,11/22/17,8:00 PM,Dallas,Memphis,240,95,94,1,1,Box Score
2017-2018 Regular Season,0021700261,11/22/17,8:00 PM,Orlando,Minnesota,240,118,124,1,3IN4,Box Score
2017-2018 Regular Season,0021700262,11/22/17,8:00 PM,San Antonio,New Orleans,240,90,107,1,1,Box Score
2017-2018 Regular Season,0021700263,11/22/17,8:00 PM,Golden State,Oklahoma City,240,91,108,2,1,Box Score
2017-2018 Regular Season,0021700264,11/22/17,9:00 PM,Milwaukee,Phoenix,265,113,107,1,2,Box Score
2017-2018 Regular Season,0021700265,11/22/17,9:00 PM,Chicago,Utah,240,80,110,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700266,11/22/17,10:30 PM,LA Lakers,Sacramento,240,102,113,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700267,11/24/17,12:00 PM,Portland,Brooklyn,240,127,125,1,1,Box Score
2017-2018 Regular Season,0021700268,11/24/17,7:30 PM,New York,Atlanta,240,104,116,1,1,Box Score
2017-2018 Regular Season,0021700269,11/24/17,7:30 PM,Orlando,Boston,240,103,118,1,1,Box Score
2017-2018 Regular Season,0021700270,11/24/17,8:00 PM,Charlotte,Cleveland,240,99,100,1,1,Box Score
2017-2018 Regular Season,0021700271,11/24/17,8:00 PM,Toronto,Indiana,240,104,107,1,3+,Box Score
2017-2018 Regular Season,0021700272,11/24/17,8:00 PM,Miami,Minnesota,240,109,97,1,1,Box Score
2017-2018 Regular Season,0021700273,11/24/17,8:00 PM,Detroit,Oklahoma City,240,99,98,3+,1,Box Score
2017-2018 Regular Season,0021700274,11/24/17,9:00 PM,Memphis,Denver,240,92,104,1,1,Box Score
2017-2018 Regular Season,0021700275,11/24/17,9:00 PM,New Orleans,Phoenix,240,115,91,1,1,Box Score
2017-2018 Regular Season,0021700276,11/24/17,10:30 PM,Chicago,Golden State,240,94,143,3IN4,1,Box Score
2017-2018 Regular Season,0021700277,11/25/17,7:00 PM,San Antonio,Charlotte,240,106,86,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700278,11/25/17,7:00 PM,Orlando,Philadelphia,240,111,130,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700279,11/25/17,7:00 PM,Portland,Washington,240,108,105,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700280,11/25/17,7:30 PM,Toronto,Atlanta,240,112,78,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700281,11/25/17,8:00 PM,Boston,Indiana,240,108,98,3IN4-B2B,B2B,Box Score
2017-2018 Regular Season,0021700282,11/25/17,8:00 PM,New York,Houston,240,102,117,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700283,11/25/17,8:30 PM,Oklahoma City,Dallas,240,81,97,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700284,11/25/17,8:30 PM,New Orleans,Golden State,240,95,110,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700285,11/25/17,9:00 PM,Milwaukee,Utah,240,108,121,2,2,Box Score
2017-2018 Regular Season,0021700286,11/25/17,10:00 PM,LA Clippers,Sacramento,240,97,95,2,2,Box Score
2017-2018 Regular Season,0021700287,11/26/17,3:30 PM,Miami,Chicago,240,100,93,1,1,Box Score
2017-2018 Regular Season,0021700288,11/26/17,3:30 PM,Phoenix,Minnesota,240,108,119,1,1,Box Score
2017-2018 Regular Season,0021700289,11/26/17,6:00 PM,Brooklyn,Memphis,240,98,88,1,1,Box Score
2017-2018 Regular Season,0021700290,11/27/17,7:00 PM,Orlando,Indiana,240,109,121,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700291,11/27/17,7:00 PM,Cleveland,Philadelphia,240,113,91,2,1,Box Score
2017-2018 Regular Season,0021700292,11/27/17,7:30 PM,Detroit,Boston,240,118,108,2,3IN4,Box Score
2017-2018 Regular Season,0021700293,11/27/17,7:30 PM,Portland,New York,240,103,91,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700294,11/27/17,8:00 PM,Brooklyn,Houston,240,103,117,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700295,11/27/17,8:30 PM,Dallas,San Antonio,240,108,115,1,1,Box Score
2017-2018 Regular Season,0021700296,11/27/17,10:30 PM,Sacramento,Golden State,240,110,106,1,3IN4,Box Score
2017-2018 Regular Season,0021700297,11/27/17,10:30 PM,LA Lakers,LA Clippers,240,115,120,3+,1,Box Score
2017-2018 Regular Season,0021700298,11/28/17,7:00 PM,Miami,Cleveland,240,97,108,1,B2B,Box Score
2017-2018 Regular Season,0021700299,11/28/17,8:00 PM,Phoenix,Chicago,240,104,99,1,1,Box Score
2017-2018 Regular Season,0021700300,11/28/17,8:00 PM,Washington,Minnesota,240,92,89,2,1,Box Score
2017-2018 Regular Season,0021700301,11/28/17,10:00 PM,Denver,Utah,240,77,106,3+,2,Box Score
2017-2018 Regular Season,0021700302,11/28/17,10:00 PM,Milwaukee,Sacramento,240,112,87,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700303,11/29/17,7:00 PM,Phoenix,Detroit,240,107,131,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700304,11/29/17,7:00 PM,Oklahoma City,Orlando,240,108,121,3+,1,Box Score
2017-2018 Regular Season,0021700305,11/29/17,7:00 PM,Washington,Philadelphia,240,113,118,B2B,1,Box Score
2017-2018 Regular Season,0021700306,11/29/17,7:30 PM,Miami,New York,240,86,115,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700307,11/29/17,7:30 PM,Charlotte,Toronto,240,113,126,3+,3+,Box Score
2017-2018 Regular Season,0021700308,11/29/17,8:00 PM,Indiana,Houston,240,97,118,1,1,Box Score
2017-2018 Regular Season,0021700309,11/29/17,8:00 PM,Minnesota,New Orleans,240,120,102,3IN4-B2B,3+,Box Score
2017-2018 Regular Season,0021700310,11/29/17,8:30 PM,Brooklyn,Dallas,240,109,104,3IN4,1,Box Score
2017-2018 Regular Season,0021700311,11/29/17,8:30 PM,Memphis,San Antonio,240,95,104,2,1,Box Score
2017-2018 Regular Season,0021700312,11/29/17,10:30 PM,Golden State,LA Lakers,265,127,123,1,1,Box Score
2017-2018 Regular Season,0021700313,11/30/17,7:30 PM,Cleveland,Atlanta,240,121,114,3IN4,3+,Box Score
2017-2018 Regular Season,0021700314,11/30/17,7:30 PM,Philadelphia,Boston,240,97,108,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700315,11/30/17,9:00 PM,Chicago,Denver,240,110,111,1,1,Box Score
2017-2018 Regular Season,0021700316,11/30/17,10:00 PM,Milwaukee,Portland,240,103,91,1,2,Box Score
2017-2018 Regular Season,0021700317,11/30/17,10:30 PM,Utah,LA Clippers,240,126,107,1,2,Box Score
2017-2018 Regular Season,0021700318,12/1/17,7:00 PM,Golden State,Orlando,240,133,112,1,1,Box Score
2017-2018 Regular Season,0021700319,12/1/17,7:30 PM,Indiana,Toronto,240,115,120,1,1,Box Score
2017-2018 Regular Season,0021700320,12/1/17,7:00 PM,Detroit,Washington,240,91,109,1,3IN4,Box Score
2017-2018 Regular Season,0021700321,12/1/17,8:00 PM,Charlotte,Miami,240,100,105,1,3IN4,Box Score
2017-2018 Regular Season,0021700322,12/1/17,8:00 PM,Sacramento,Chicago,240,107,106,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700323,12/1/17,8:00 PM,San Antonio,Memphis,240,95,79,1,1,Box Score
2017-2018 Regular Season,0021700324,12/1/17,8:00 PM,Minnesota,Oklahoma City,240,107,111,3IN4,1,Box Score
2017-2018 Regular Season,0021700325,12/1/17,9:00 PM,New Orleans,Utah,240,108,114,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700326,12/2/17,1:00 PM,Phoenix,Boston,240,111,116,2,1,Box Score
2017-2018 Regular Season,0021700327,12/2/17,2:00 PM,LA Clippers,Dallas,240,82,108,1,2,Box Score
2017-2018 Regular Season,0021700328,12/2/17,3:00 PM,Atlanta,Brooklyn,240,114,102,1,2,Box Score
2017-2018 Regular Season,0021700329,12/2/17,7:30 PM,Memphis,Cleveland,240,111,116,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700330,12/2/17,7:30 PM,Detroit,Philadelphia,240,103,108,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700331,12/2/17,8:30 PM,Sacramento,Milwaukee,240,104,109,B2B,1,Box Score
2017-2018 Regular Season,0021700332,12/2/17,9:00 PM,LA Lakers,Denver,240,100,115,2,1,Box Score
2017-2018 Regular Season,0021700333,12/2/17,10:00 PM,New Orleans,Portland,240,123,116,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700334,12/3/17,3:30 PM,Orlando,New York,240,105,100,1,3+,Box Score
2017-2018 Regular Season,0021700335,12/3/17,7:00 PM,Golden State,Miami,240,123,95,1,1,Box Score
2017-2018 Regular Season,0021700336,12/3/17,7:00 PM,LA Clippers,Minnesota,240,106,112,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700337,12/3/17,7:00 PM,San Antonio,Oklahoma City,240,87,90,1,1,Box Score
2017-2018 Regular Season,0021700338,12/3/17,9:30 PM,Houston,LA Lakers,240,118,95,3+,B2B,Box Score
2017-2018 Regular Season,0021700339,12/4/17,7:00 PM,Orlando,Charlotte,240,94,104,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700340,12/4/17,7:00 PM,New York,Indiana,240,97,115,B2B,2,Box Score
2017-2018 Regular Season,0021700341,12/4/17,7:00 PM,Phoenix,Philadelphia,240,115,101,1,1,Box Score
2017-2018 Regular Season,0021700342,12/4/17,7:30 PM,Brooklyn,Atlanta,240,110,90,1,1,Box Score
2017-2018 Regular Season,0021700343,12/4/17,7:30 PM,Milwaukee,Boston,240,100,111,1,1,Box Score
2017-2018 Regular Season,0021700344,12/4/17,8:00 PM,Cleveland,Chicago,240,113,91,1,2,Box Score
2017-2018 Regular Season,0021700345,12/4/17,8:00 PM,Minnesota,Memphis,240,92,95,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700346,12/4/17,8:00 PM,Golden State,New Orleans,240,125,115,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700347,12/4/17,8:30 PM,Denver,Dallas,240,105,122,1,1,Box Score
2017-2018 Regular Season,0021700348,12/4/17,8:30 PM,Detroit,San Antonio,240,93,96,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700349,12/4/17,9:00 PM,Washington,Utah,240,69,116,2,2,Box Score
2017-2018 Regular Season,0021700350,12/5/17,7:30 PM,Phoenix,Toronto,240,113,126,3IN4-B2B,3+,Box Score
2017-2018 Regular Season,0021700351,12/5/17,8:00 PM,Utah,Oklahoma City,240,94,100,B2B,1,Box Score
2017-2018 Regular Season,0021700352,12/5/17,10:00 PM,Washington,Portland,240,106,92,B2B,2,Box Score
2017-2018 Regular Season,0021700353,12/6/17,7:00 PM,Sacramento,Cleveland,240,95,101,3+,1,Box Score
2017-2018 Regular Season,0021700354,12/6/17,7:00 PM,Chicago,Indiana,240,96,98,1,1,Box Score
2017-2018 Regular Season,0021700355,12/6/17,7:00 PM,Atlanta,Orlando,265,106,110,1,3IN4,Box Score
2017-2018 Regular Season,0021700356,12/6/17,7:30 PM,Dallas,Boston,240,90,97,1,1,Box Score
2017-2018 Regular Season,0021700357,12/6/17,7:30 PM,Memphis,New York,240,88,99,1,3IN4,Box Score
2017-2018 Regular Season,0021700358,12/6/17,8:00 PM,Golden State,Charlotte,240,101,87,3IN4,1,Box Score
2017-2018 Regular Season,0021700359,12/6/17,8:00 PM,Detroit,Milwaukee,240,100,104,1,1,Box Score
2017-2018 Regular Season,0021700360,12/6/17,8:00 PM,Denver,New Orleans,240,114,123,1,1,Box Score
2017-2018 Regular Season,0021700361,12/6/17,8:30 PM,Miami,San Antonio,240,105,117,2,3IN4,Box Score
2017-2018 Regular Season,0021700362,12/6/17,10:30 PM,Minnesota,LA Clippers,240,113,107,3IN4,2,Box Score
2017-2018 Regular Season,0021700363,12/7/17,8:00 PM,LA Lakers,Philadelphia,240,107,104,3+,2,Box Score
2017-2018 Regular Season,0021700364,12/7/17,9:00 PM,Washington,Phoenix,240,109,99,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700365,12/7/17,10:00 PM,Oklahoma City,Brooklyn,240,95,100,1,2,Box Score
2017-2018 Regular Season,0021700366,12/7/17,10:30 PM,Houston,Utah,240,112,101,3+,3IN4,Box Score
2017-2018 Regular Season,0021700367,12/8/17,7:00 PM,Chicago,Charlotte,265,119,111,1,1,Box Score
2017-2018 Regular Season,0021700368,12/8/17,7:00 PM,Golden State,Detroit,240,102,98,1,1,Box Score
2017-2018 Regular Season,0021700369,12/8/17,7:00 PM,Cleveland,Indiana,240,102,106,1,1,Box Score
2017-2018 Regular Season,0021700370,12/8/17,7:00 PM,Denver,Orlando,240,103,89,1,1,Box Score
2017-2018 Regular Season,0021700371,12/8/17,8:00 PM,Toronto,Memphis,240,116,107,2,1,Box Score
2017-2018 Regular Season,0021700372,12/8/17,8:00 PM,Dallas,Milwaukee,240,102,109,1,1,Box Score
2017-2018 Regular Season,0021700373,12/8/17,8:00 PM,Sacramento,New Orleans,265,116,109,1,1,Box Score
2017-2018 Regular Season,0021700374,12/8/17,9:30 PM,Boston,San Antonio,240,102,105,1,1,Box Score
2017-2018 Regular Season,0021700375,12/9/17,3:30 PM,Washington,LA Clippers,240,112,113,1,2,Box Score
2017-2018 Regular Season,0021700376,12/9/17,6:00 PM,Miami,Brooklyn,240,101,89,2,1,Box Score
2017-2018 Regular Season,0021700377,12/9/17,7:00 PM,LA Lakers,Charlotte,240,110,99,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700378,12/9/17,7:30 PM,Orlando,Atlanta,240,110,117,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700379,12/9/17,8:00 PM,Philadelphia,Cleveland,240,98,105,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700380,12/9/17,8:00 PM,New York,Chicago,240,102,104,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700381,12/9/17,8:30 PM,Utah,Milwaukee,240,100,117,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700382,12/9/17,9:00 PM,Oklahoma City,Memphis,265,102,101,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700383,12/9/17,9:00 PM,San Antonio,Phoenix,240,104,101,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700384,12/9/17,10:00 PM,Houston,Portland,240,124,117,1,3+,Box Score
2017-2018 Regular Season,0021700385,12/10/17,3:30 PM,Toronto,Sacramento,240,102,87,1,1,Box Score
2017-2018 Regular Season,0021700386,12/10/17,4:00 PM,Boston,Detroit,240,91,81,1,1,Box Score
2017-2018 Regular Season,0021700387,12/10/17,5:00 PM,Denver,Indiana,265,116,126,1,1,Box Score
2017-2018 Regular Season,0021700388,12/10/17,7:00 PM,Dallas,Minnesota,240,92,97,1,3+,Box Score
2017-2018 Regular Season,0021700389,12/10/17,7:00 PM,Philadelphia,New Orleans,240,124,131,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700390,12/10/17,7:30 PM,Atlanta,New York,240,107,111,B2B,B2B,Box Score
2017-2018 Regular Season,0021700391,12/11/17,8:00 PM,Boston,Chicago,240,85,108,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700392,12/11/17,8:00 PM,New Orleans,Houston,240,123,130,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700393,12/11/17,8:00 PM,Miami,Memphis,240,107,82,1,3IN4,Box Score
2017-2018 Regular Season,0021700394,12/11/17,8:00 PM,Charlotte,Oklahoma City,240,116,103,3IN4,1,Box Score
2017-2018 Regular Season,0021700395,12/11/17,10:30 PM,Portland,Golden State,240,104,111,1,2,Box Score
2017-2018 Regular Season,0021700396,12/11/17,10:30 PM,Toronto,LA Clippers,240,91,96,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700397,12/12/17,7:00 PM,Atlanta,Cleveland,240,114,123,3IN4,2,Box Score
2017-2018 Regular Season,0021700398,12/12/17,7:00 PM,Denver,Detroit,240,103,84,1,1,Box Score
2017-2018 Regular Season,0021700399,12/12/17,7:00 PM,LA Lakers,New York,265,109,113,2,3IN4,Box Score
2017-2018 Regular Season,0021700400,12/12/17,7:30 PM,Washington,Brooklyn,240,98,103,2,2,Box Score
2017-2018 Regular Season,0021700401,12/12/17,9:30 PM,Philadelphia,Minnesota,265,118,112,3IN4,1,Box Score
2017-2018 Regular Season,0021700402,12/12/17,8:30 PM,San Antonio,Dallas,240,89,95,2,1,Box Score
2017-2018 Regular Season,0021700403,12/12/17,10:00 PM,Phoenix,Sacramento,240,92,99,2,1,Box Score
2017-2018 Regular Season,0021700404,12/13/17,7:00 PM,Oklahoma City,Indiana,240,100,95,1,2,Box Score
2017-2018 Regular Season,0021700405,12/13/17,7:00 PM,LA Clippers,Orlando,240,106,95,1,3+,Box Score
2017-2018 Regular Season,0021700406,12/13/17,7:00 PM,Memphis,Washington,240,87,93,1,B2B,Box Score
2017-2018 Regular Season,0021700407,12/13/17,7:30 PM,Denver,Boston,240,118,124,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700408,12/13/17,7:30 PM,Portland,Miami,240,102,95,1,1,Box Score
2017-2018 Regular Season,0021700409,12/13/17,8:00 PM,Utah,Chicago,240,100,103,3+,1,Box Score
2017-2018 Regular Season,0021700410,12/13/17,8:00 PM,Milwaukee,New Orleans,240,108,115,3+,3IN4,Box Score
2017-2018 Regular Season,0021700411,12/13/17,9:00 PM,Toronto,Phoenix,240,115,109,3IN4,B2B,Box Score
2017-2018 Regular Season,0021700412,12/13/17,9:30 PM,Charlotte,Houston,240,96,108,1,1,Box Score
2017-2018 Regular Season,0021700413,12/14/17,7:30 PM,Detroit,Atlanta,240,105,91,1,1,Box Score
2017-2018 Regular Season,0021700414,12/14/17,7:30 PM,New York,Brooklyn,240,111,104,1,1,Box Score
2017-2018 Regular Season,0021700415,12/14/17,8:00 PM,LA Lakers,Cleveland,240,112,121,1,1,Box Score
2017-2018 Regular Season,0021700416,12/14/17,8:00 PM,Sacramento,Minnesota,240,96,119,1,1,Box Score
2017-2018 Regular Season,0021700417,12/14/17,10:30 PM,Dallas,Golden State,240,97,112,1,2,Box Score
2017-2018 Regular Season,0021700418,12/15/17,7:00 PM,Miami,Charlotte,240,104,98,1,1,Box Score
2017-2018 Regular Season,0021700419,12/15/17,7:00 PM,Detroit,Indiana,240,104,98,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700420,12/15/17,7:00 PM,Portland,Orlando,240,95,88,1,1,Box Score
2017-2018 Regular Season,0021700421,12/15/17,7:00 PM,Oklahoma City,Philadelphia,315,119,117,1,2,Box Score
2017-2018 Regular Season,0021700422,12/15/17,7:00 PM,LA Clippers,Washington,240,91,100,1,3IN4,Box Score
2017-2018 Regular Season,0021700423,12/15/17,7:30 PM,Utah,Boston,240,107,95,1,1,Box Score
2017-2018 Regular Season,0021700424,12/15/17,7:30 PM,Brooklyn,Toronto,240,87,120,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700425,12/15/17,8:00 PM,Atlanta,Memphis,240,94,96,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700426,12/15/17,8:00 PM,Chicago,Milwaukee,240,115,109,1,1,Box Score
2017-2018 Regular Season,0021700427,12/15/17,9:00 PM,New Orleans,Denver,265,111,117,1,3IN4,Box Score
2017-2018 Regular Season,0021700428,12/15/17,9:30 PM,San Antonio,Houston,240,109,124,2,1,Box Score
2017-2018 Regular Season,0021700429,12/16/17,7:00 PM,Portland,Charlotte,240,93,91,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700430,12/16/17,7:30 PM,Utah,Cleveland,240,100,109,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700431,12/16/17,7:30 PM,Oklahoma City,New York,240,96,111,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700432,12/16/17,8:00 PM,LA Clippers,Miami,240,85,90,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700433,12/16/17,8:00 PM,Milwaukee,Houston,240,111,115,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700434,12/16/17,8:00 PM,Phoenix,Minnesota,240,108,106,2,1,Box Score
2017-2018 Regular Season,0021700435,12/16/17,8:30 PM,Dallas,San Antonio,240,96,98,1,B2B,Box Score
2017-2018 Regular Season,0021700436,12/16/17,9:00 PM,Boston,Memphis,240,102,93,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700437,12/17/17,3:30 PM,Sacramento,Toronto,240,93,108,2,1,Box Score
2017-2018 Regular Season,0021700438,12/17/17,4:00 PM,Orlando,Detroit,240,110,114,1,3IN4,Box Score
2017-2018 Regular Season,0021700439,12/17/17,6:00 PM,Indiana,Brooklyn,240,109,97,1,3IN4,Box Score
2017-2018 Regular Season,0021700440,12/17/17,6:00 PM,Cleveland,Washington,240,106,99,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700441,12/18/17,7:00 PM,New York,Charlotte,240,91,109,1,3IN4,Box Score
2017-2018 Regular Season,0021700442,12/18/17,7:00 PM,Boston,Indiana,240,112,111,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700443,12/18/17,7:30 PM,Miami,Atlanta,240,104,110,3IN4,2,Box Score
2017-2018 Regular Season,0021700444,12/18/17,8:00 PM,Philadelphia,Chicago,240,115,117,2,2,Box Score
2017-2018 Regular Season,0021700445,12/18/17,8:00 PM,Utah,Houston,240,99,120,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700446,12/18/17,8:00 PM,Portland,Minnesota,240,107,108,3IN4,1,Box Score
2017-2018 Regular Season,0021700447,12/18/17,8:00 PM,Denver,Oklahoma City,240,94,95,2,3IN4,Box Score
2017-2018 Regular Season,0021700448,12/18/17,8:30 PM,Phoenix,Dallas,240,97,91,1,1,Box Score
2017-2018 Regular Season,0021700449,12/18/17,8:30 PM,LA Clippers,San Antonio,240,91,109,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700450,12/18/17,10:30 PM,Golden State,LA Lakers,265,116,114,3+,3+,Box Score
2017-2018 Regular Season,0021700451,12/19/17,7:00 PM,Sacramento,Philadelphia,240,101,95,1,B2B,Box Score
2017-2018 Regular Season,0021700452,12/19/17,7:00 PM,New Orleans,Washington,240,106,116,3+,1,Box Score
2017-2018 Regular Season,0021700453,12/19/17,8:00 PM,Cleveland,Milwaukee,240,116,119,3IN4,2,Box Score
2017-2018 Regular Season,0021700454,12/20/17,7:00 PM,Toronto,Charlotte,240,129,111,2,1,Box Score
2017-2018 Regular Season,0021700455,12/20/17,7:30 PM,Indiana,Atlanta,240,105,95,3IN4,1,Box Score
2017-2018 Regular Season,0021700456,12/20/17,7:30 PM,Miami,Boston,240,90,89,1,1,Box Score
2017-2018 Regular Season,0021700457,12/20/17,7:30 PM,Sacramento,Brooklyn,240,104,99,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700458,12/20/17,8:00 PM,Orlando,Chicago,240,94,112,2,1,Box Score
2017-2018 Regular Season,0021700459,12/20/17,8:00 PM,LA Lakers,Houston,240,122,116,1,1,Box Score
2017-2018 Regular Season,0021700460,12/20/17,8:00 PM,Utah,Oklahoma City,240,79,107,1,1,Box Score
2017-2018 Regular Season,0021700461,12/20/17,8:30 PM,Detroit,Dallas,240,93,110,2,1,Box Score
2017-2018 Regular Season,0021700462,12/20/17,9:00 PM,Minnesota,Denver,240,112,104,1,1,Box Score
2017-2018 Regular Season,0021700463,12/20/17,10:00 PM,San Antonio,Portland,240,93,91,1,1,Box Score
2017-2018 Regular Season,0021700464,12/20/17,10:30 PM,Memphis,Golden State,240,84,97,3+,1,Box Score
2017-2018 Regular Season,0021700465,12/20/17,10:30 PM,Phoenix,LA Clippers,240,95,108,1,1,Box Score
2017-2018 Regular Season,0021700466,12/21/17,7:00 PM,Chicago,Cleveland,240,112,115,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700467,12/21/17,7:00 PM,Toronto,Philadelphia,240,114,109,B2B,3IN4,Box Score
